bssid,ssid,signal_strength,channel,frequency,encryption,vendor,timestamp,is_rogue
5e:6a:0d:0f:36:ab,Server_798,-52.7,165,5825,WPA2,TP-Link,2025-12-07 16:07:47,0
42:bf:f8:e5:03:6e,Access_142,-33.5,6,2437,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
2f:4d:1a:01:f1:5a,Home_Network_816,-46.3,11,2462,WPA,Xiaomi,2025-12-07 16:07:47,0
85:63:b1:d8:66:68,Public_Connection,-29.0,5,2432,,Anonymous,2025-12-07 16:07:47,1
2d:dc:56:64:21:36,Free_Connection,-21.4,4,2427,Open,Anonymous,2025-12-07 16:07:47,1
fd:8b:33:6e:51:8a,LAN_777,-43.3,6,2437,WPA2,Netgear,2025-12-07 16:07:47,0
bd:be:57:de:21:3c,Company_959,-36.2,40,5200,WPA,Buffalo,2025-12-07 16:07:47,0
3d:d3:3b:24:70:6a,Home_Network_655,-35.7,44,5220,WPA2/WPA3,Ubiquiti,2025-12-07 16:07:47,0
01:d8:39:c5:38:57,LAN_647,-31.4,6,2437,WPA2,Meraki,2025-12-07 16:07:47,0
75:33:f6:be:76:cd,Access_186,-50.0,149,5745,WPA2,Qualcomm,2025-12-07 16:07:47,0
97:f2:94:4b:e2:ad,Home_Network_160,-33.7,165,5825,WPA2/WPA3,Microsoft,2025-12-07 16:07:47,0
ce:f8:24:3b:27:fb,Guest_WiFi,-18.5,5,2432,Open,Suspicious,2025-12-07 16:07:47,1
70:4b:8e:78:80:4a,Network_474,-45.4,11,2462,WPA2/WPA3,D-Link,2025-12-07 16:07:47,0
26:91:a9:c0:94:e1,Access_85,-65.9,161,5805,WPA,Huawei,2025-12-07 16:07:47,0
2e:01:dd:77:6b:19,Secure_Network_205,-60.8,11,2462,WPA2,Qualcomm,2025-12-07 16:07:47,0
31:4f:bf:5a:e1:5a,Staff_194,-58.5,11,2462,WPA3,Ruckus,2025-12-07 16:07:47,0
0e:71:19:cc:e3:be,Guest_19,-57.6,153,5765,WPA3,Qualcomm,2025-12-07 16:07:47,0
a7:3d:03:fe:dc:59,Company_969,-40.5,11,2462,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
1f:78:94:a3:7c:2b,Router_194,-52.9,48,5240,WPA2,Zyxel,2025-12-07 16:07:47,0
64:94:bc:3e:e7:76,Work_117,-45.6,153,5765,WPA3,Aruba,2025-12-07 16:07:47,0
7f:52:15:22:c1:45,Guest_252,-53.9,11,2462,WPA2,Qualcomm,2025-12-07 16:07:47,0
a4:92:7c:e1:fd:de,Home_Network_896,-38.3,40,5200,WPA2,Google,2025-12-07 16:07:47,0
83:13:39:97:7f:97,MainOffice_139,-58.7,149,5745,WPA3,Ubiquiti,2025-12-07 16:07:47,0
95:9f:55:61:c1:13,Server_76,-41.6,161,5805,WPA3,Huawei,2025-12-07 16:07:47,0
30:00:6d:f4:27:43,Corporate_744,-62.3,48,5240,WPA2,Qualcomm,2025-12-07 16:07:47,0
d6:0b:55:8c:42:94,Private_460,-43.0,48,5240,WPA2,Xiaomi,2025-12-07 16:07:47,0
19:41:7e:6f:35:6c,Server_721,-47.3,11,2462,WPA,TP-Link,2025-12-07 16:07:47,0
d8:a4:bf:30:57:d4,Open_WiFi,-50.0,8,2447,,Free,2025-12-07 16:07:47,1
f7:c7:9c:fe:93:1c,Home_Network_503,-48.0,149,5745,WPA2,Ubiquiti,2025-12-07 16:07:47,0
da:19:9c:fa:d2:30,Server_489,-62.0,6,2437,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
f7:58:f9:30:99:13,Company_583,-33.6,165,5825,WPA2,Ubiquiti,2025-12-07 16:07:47,0
d6:75:40:7d:d0:46,Staff_670,-58.1,157,5785,WPA3,Huawei,2025-12-07 16:07:47,0
5c:7d:a5:d3:13:43,Work_88,-64.3,6,2437,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
44:a9:cd:37:6e:68,Corporate_639,-28.7,1,2412,WPA3,TP-Link,2025-12-07 16:07:47,0
fd:d1:fb:d4:e3:fa,Family_497,-65.1,36,5180,WPA,Apple,2025-12-07 16:07:47,0
eb:e3:e5:2d:ff:e4,Access_564,-31.6,48,5240,WPA3,Linksys,2025-12-07 16:07:47,0
f0:6f:1f:40:ec:70,Company_339,-52.3,44,5220,WPA2/WPA3,Qualcomm,2025-12-07 16:07:47,0
db:0d:88:e7:9f:4d,Corporate_560,-36.3,165,5825,WPA2/WPA3,Amazon,2025-12-07 16:07:47,0
ba:06:67:d1:08:8f,Public_Network,-16.4,4,2427,Open,Free,2025-12-07 16:07:47,1
5a:43:2a:d6:3d:1c,Home_Network_379,-52.3,157,5785,WPA3,Qualcomm,2025-12-07 16:07:47,0
e5:2c:d5:aa:12:87,Access_177,-44.1,6,2437,WPA2/WPA3,Motorola,2025-12-07 16:07:47,0
ee:f3:77:f3:6e:36,Open_Access,-23.1,10,2457,,Unknown,2025-12-07 16:07:47,1
11:76:56:12:b8:7a,Company_11,-35.8,161,5805,WPA2/WPA3,Belkin,2025-12-07 16:07:47,0
a2:41:09:bc:9a:68,Guest_Access,-26.9,10,2457,,Guest,2025-12-07 16:07:47,1
cf:a0:b3:d1:23:16,Network_119,-54.0,1,2412,WPA3,Google,2025-12-07 16:07:47,0
e0:41:e3:b6:f3:73,LAN_352,-33.4,149,5745,WPA,Linksys,2025-12-07 16:07:47,0
94:72:0a:83:1f:50,Access_200,-60.2,1,2412,WPA2,Xiaomi,2025-12-07 16:07:47,0
31:2b:ca:ad:23:d8,Public_Net,-39.4,10,2457,WEP,Public,2025-12-07 16:07:47,1
4a:f6:76:bb:02:cc,WLAN_723,-61.9,157,5785,WPA3,Meraki,2025-12-07 16:07:47,0
75:dd:80:95:42:98,Office_WiFi_130,-56.3,44,5220,WPA2,Amazon,2025-12-07 16:07:47,0
73:26:c1:6a:3c:c9,Family_356,-48.7,44,5220,WPA,D-Link,2025-12-07 16:07:47,0
dc:35:0a:c6:37:cf,WLAN_810,-40.7,161,5805,WPA2/WPA3,Amazon,2025-12-07 16:07:47,0
dc:7b:76:70:88:b5,Network_115,-58.1,157,5785,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
d5:73:ba:bc:2c:f1,Corporate_818,-66.7,161,5805,WPA2/WPA3,Cisco,2025-12-07 16:07:47,0
fd:7b:e6:6b:37:7b,Unlimited_WiFi,-23.0,3,2422,Open,Unknown,2025-12-07 16:07:47,1
80:67:e2:73:bc:64,Network_427,-59.2,153,5765,WPA2,TP-Link,2025-12-07 16:07:47,0
58:6e:45:7f:9c:aa,Public_Net,-30.7,7,2442,WEP,Unidentified,2025-12-07 16:07:47,1
1e:f6:23:1f:19:49,Free_Net,-31.6,4,2427,,Open,2025-12-07 16:07:47,1
b7:da:c7:90:71:1d,Guest_957,-41.6,157,5785,WPA2/WPA3,Samsung,2025-12-07 16:07:47,0
52:8b:e6:4b:df:2e,Admin_729,-47.3,6,2437,WPA2/WPA3,Linksys,2025-12-07 16:07:47,0
84:e1:ad:10:e0:90,Network_114,-36.1,36,5180,WPA3,Ruckus,2025-12-07 16:07:47,0
8f:5a:da:07:f2:21,Private_424,-51.5,40,5200,WPA3,Zyxel,2025-12-07 16:07:47,0
29:85:c3:44:54:0e,WLAN_526,-58.4,6,2437,WPA2/WPA3,Xiaomi,2025-12-07 16:07:47,0
df:3c:7d:ba:48:2d,Access_21,-43.9,149,5745,WPA2/WPA3,Linksys,2025-12-07 16:07:47,0
1a:bb:d3:65:d2:17,Company_183,-67.0,157,5785,WPA2,Aruba,2025-12-07 16:07:47,0
1b:04:d9:52:5f:3c,Network_407,-45.2,157,5785,WPA2/WPA3,Buffalo,2025-12-07 16:07:47,0
38:c4:6d:38:e9:56,Open_Access,-32.4,9,2452,,Public,2025-12-07 16:07:47,1
80:7b:16:f3:8d:55,Network_96,-71.1,36,5180,WPA2,Linksys,2025-12-07 16:07:47,0
bb:e4:e1:e3:93:29,WLAN_173,-67.7,157,5785,WPA3,Belkin,2025-12-07 16:07:47,0
b2:24:a0:61:e5:fe,Router_11,-54.9,157,5785,WPA,Samsung,2025-12-07 16:07:47,0
6d:b6:48:98:e0:97,Staff_276,-47.1,36,5180,WPA2/WPA3,Microsoft,2025-12-07 16:07:47,0
e7:b4:87:3c:2b:b5,LAN_192,-40.6,1,2412,WPA,Intel,2025-12-07 16:07:47,0
3b:fd:14:e2:b6:f8,LAN_482,-63.3,11,2462,WPA,Meraki,2025-12-07 16:07:47,0
02:5d:b3:c7:fe:1f,Family_289,-49.7,40,5200,WPA2/WPA3,Ubiquiti,2025-12-07 16:07:47,0
b9:26:13:2a:05:45,Router_604,-50.7,153,5765,WPA3,Cisco,2025-12-07 16:07:47,0
7e:bb:48:7a:fb:60,Guest_803,-49.1,6,2437,WPA2,Ubiquiti,2025-12-07 16:07:47,0
11:b2:1a:c6:f5:09,LAN_230,-45.3,161,5805,WPA2,Zyxel,2025-12-07 16:07:47,0
fa:0d:bd:68:90:da,Office_WiFi_613,-65.5,153,5765,WPA3,TP-Link,2025-12-07 16:07:47,0
0d:41:c4:21:3e:df,MainOffice_114,-38.7,161,5805,WPA3,Meraki,2025-12-07 16:07:47,0
94:d2:e3:e7:22:de,Main_84,-54.4,165,5825,WPA,Google,2025-12-07 16:07:47,0
89:56:97:8a:4f:0f,Server_913,-49.3,6,2437,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
9f:03:f7:f5:bb:3f,Network_221,-28.6,153,5765,WPA3,Netgear,2025-12-07 16:07:47,0
46:22:e0:da:c0:24,Staff_585,-50.3,153,5765,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
a6:1b:7c:04:5b:e5,Staff_486,-45.7,36,5180,WPA2/WPA3,Microsoft,2025-12-07 16:07:47,0
c6:5a:fe:e2:f5:7d,Family_313,-59.7,161,5805,WPA2,Netgear,2025-12-07 16:07:47,0
06:5c:15:e1:cc:2f,Guest_Access,-40.8,9,2452,Open,Public,2025-12-07 16:07:47,1
e8:37:a7:a7:67:36,WLAN_404,-44.9,6,2437,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
c8:b8:06:47:ae:22,Company_125,-61.0,36,5180,WPA3,Meraki,2025-12-07 16:07:47,0
7a:86:a0:8e:51:d7,Home_Network_30,-69.6,161,5805,WPA,Cisco,2025-12-07 16:07:47,0
b1:0d:0b:b6:eb:21,Free_Connection,-16.6,14,2477,,Free,2025-12-07 16:07:47,1
3e:ca:7d:7c:84:8d,LAN_727,-45.7,6,2437,WPA2/WPA3,Amazon,2025-12-07 16:07:47,0
71:30:3b:20:e3:b3,Unlimited_WiFi,-22.9,10,2457,Open,Generic,2025-12-07 16:07:47,1
e0:fe:df:21:57:0b,MainOffice_276,-47.2,1,2412,WPA,Amazon,2025-12-07 16:07:47,0
b9:15:8b:3c:20:ff,Connect_Here,-20.3,7,2442,WEP,Generic,2025-12-07 16:07:47,1
71:48:72:1d:9d:f9,Open_Network,-24.7,13,2472,,Guest,2025-12-07 16:07:47,1
fe:db:de:a6:72:84,LAN_671,-50.0,153,5765,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
09:ac:17:47:dd:00,Corporate_656,-48.7,157,5785,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
08:7b:49:95:db:00,Guest_430,-40.6,6,2437,WPA2,Xiaomi,2025-12-07 16:07:47,0
f1:44:03:20:e5:0b,Router_558,-30.5,11,2462,WPA3,TP-Link,2025-12-07 16:07:47,0
78:c6:c6:f9:8a:da,Guest_WiFi,-15.7,13,2472,WEP,Generic,2025-12-07 16:07:47,1
01:6d:c8:bc:b1:44,WLAN_271,-54.5,157,5785,WPA2,Meraki,2025-12-07 16:07:47,0
68:c7:5d:5c:b1:28,Work_356,-37.1,149,5745,WPA2,Motorola,2025-12-07 16:07:47,0
12:47:4b:93:0d:71,LAN_717,-33.4,157,5785,WPA2/WPA3,Amazon,2025-12-07 16:07:47,0
43:f3:32:ca:cb:4d,Corporate_868,-29.1,157,5785,WPA3,Motorola,2025-12-07 16:07:47,0
f1:f7:51:fe:67:27,MainOffice_975,-31.6,157,5785,WPA3,Apple,2025-12-07 16:07:47,0
78:bb:b9:c4:10:4e,Guest_147,-58.6,1,2412,WPA3,Linksys,2025-12-07 16:07:47,0
2f:0c:17:69:9a:73,Main_169,-44.6,157,5785,WPA,TP-Link,2025-12-07 16:07:47,0
83:6a:f1:bd:34:c3,WLAN_207,-37.7,161,5805,WPA3,Buffalo,2025-12-07 16:07:47,0
f7:e5:73:89:e0:28,Corporate_30,-38.0,11,2462,WPA2,Samsung,2025-12-07 16:07:47,0
07:bb:b4:ee:10:07,Home_Network_922,-40.3,11,2462,WPA2/WPA3,Apple,2025-12-07 16:07:47,0
48:fc:e4:26:b5:e6,Company_686,-50.8,153,5765,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
03:51:89:5f:79:db,Secure_Network_830,-72.3,157,5785,WPA2,Xiaomi,2025-12-07 16:07:47,0
fb:c3:a6:17:86:8a,Staff_363,-53.8,1,2412,WPA3,Aruba,2025-12-07 16:07:47,0
85:a0:06:72:ad:30,Main_116,-46.1,149,5745,WPA2,Linksys,2025-12-07 16:07:47,0
c1:de:dc:e6:84:e9,LAN_957,-60.4,40,5200,WPA,Intel,2025-12-07 16:07:47,0
e5:65:7b:73:7a:a8,Guest_Access,-18.9,14,2477,Open,Free,2025-12-07 16:07:47,1
a8:73:01:ba:b7:fb,Network_881,-66.9,157,5785,WPA3,Intel,2025-12-07 16:07:47,0
75:e7:b6:5a:b5:e3,Router_715,-41.2,6,2437,WPA2/WPA3,Ubiquiti,2025-12-07 16:07:47,0
cc:e5:56:1c:4d:11,Office_WiFi_221,-36.4,149,5745,WPA2,D-Link,2025-12-07 16:07:47,0
c4:9c:55:21:17:98,Router_232,-55.7,40,5200,WPA3,ASUS,2025-12-07 16:07:47,0
cb:34:dd:b5:72:f4,Router_709,-40.8,1,2412,WPA2,Xiaomi,2025-12-07 16:07:47,0
0b:9f:53:82:15:4e,Family_764,-46.1,11,2462,WPA2/WPA3,Huawei,2025-12-07 16:07:47,0
74:3b:ed:a4:93:e2,Unsecured,-15.1,5,2432,WEP,Suspicious,2025-12-07 16:07:47,1
6e:36:bf:d1:78:f0,MainOffice_58,-63.1,40,5200,WPA3,Intel,2025-12-07 16:07:47,0
5c:d0:d0:e1:d2:23,Public_Connection,-21.4,3,2422,,Guest,2025-12-07 16:07:47,1
18:c1:ca:56:c5:f1,Private_362,-49.8,40,5200,WPA,Linksys,2025-12-07 16:07:47,0
28:6d:55:8e:49:df,WLAN_364,-36.7,153,5765,WPA2/WPA3,Samsung,2025-12-07 16:07:47,0
c7:70:5d:be:10:97,Open_Access,-34.7,2,2417,,Demo,2025-12-07 16:07:47,1
cc:47:ea:14:cb:cc,Work_335,-51.3,6,2437,WPA2,Cisco,2025-12-07 16:07:47,0
f0:07:40:fa:0c:51,Server_766,-67.1,36,5180,WPA2,Motorola,2025-12-07 16:07:47,0
39:29:cd:92:fa:d3,Corporate_666,-43.8,1,2412,WPA3,Motorola,2025-12-07 16:07:47,0
8c:c8:c5:36:ed:d5,Private_297,-47.6,157,5785,WPA,Ruckus,2025-12-07 16:07:47,0
57:75:2c:d2:fa:6e,WLAN_226,-47.8,157,5785,WPA3,Microsoft,2025-12-07 16:07:47,0
06:fb:35:ca:e0:2b,Secure_Network_194,-36.9,149,5745,WPA2/WPA3,Cisco,2025-12-07 16:07:47,0
53:91:a9:b4:ee:e0,Work_192,-52.2,157,5785,WPA2,Qualcomm,2025-12-07 16:07:47,0
a2:c4:cd:80:6f:62,Public_Net,-21.6,4,2427,Open,Open,2025-12-07 16:07:47,1
b1:b4:b5:9a:78:8d,Staff_342,-63.0,48,5240,WPA3,TP-Link,2025-12-07 16:07:47,0
4c:5f:50:b9:3c:75,Corporate_170,-49.4,6,2437,WPA2/WPA3,Belkin,2025-12-07 16:07:47,0
9a:02:34:38:89:81,Office_WiFi_410,-63.6,6,2437,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
50:80:13:cf:af:45,Open_Network,-35.9,7,2442,,Unidentified,2025-12-07 16:07:47,1
bb:71:7c:dd:64:14,Guest_WiFi,-46.9,5,2432,Open,Suspicious,2025-12-07 16:07:47,1
af:a8:db:8b:08:2e,LAN_439,-58.6,6,2437,WPA2,Google,2025-12-07 16:07:47,0
b7:77:51:33:7e:7b,LAN_918,-40.2,1,2412,WPA,Samsung,2025-12-07 16:07:47,0
bd:20:4e:85:6b:e0,Public_Access,-29.8,9,2452,Open,Open,2025-12-07 16:07:47,1
c1:0c:97:4b:78:31,WiFi_Free,-12.8,5,2432,Open,Open,2025-12-07 16:07:47,1
57:a2:c7:5c:b0:ce,LAN_565,-56.6,157,5785,WPA2,Netgear,2025-12-07 16:07:47,0
db:9c:af:8c:1e:60,Public_Connection,-33.2,7,2442,,Anonymous,2025-12-07 16:07:47,1
ba:b0:7e:3d:e7:ab,Free_WiFi,-25.4,3,2422,,Suspicious,2025-12-07 16:07:47,1
bc:6f:8b:34:a2:02,WLAN_481,-61.6,165,5825,WPA2,Netgear,2025-12-07 16:07:47,0
eb:aa:75:d8:a4:e7,Staff_635,-55.4,44,5220,WPA,Motorola,2025-12-07 16:07:47,0
7f:71:c3:a4:5d:e2,Company_249,-53.7,153,5765,WPA2,Intel,2025-12-07 16:07:47,0
cb:3c:06:a5:66:7d,Router_835,-38.1,149,5745,WPA2/WPA3,Ubiquiti,2025-12-07 16:07:47,0
03:a1:ed:2b:44:31,Router_18,-45.4,161,5805,WPA2/WPA3,Meraki,2025-12-07 16:07:47,0
de:5b:bd:16:6d:32,Company_395,-51.3,44,5220,WPA2,Intel,2025-12-07 16:07:47,0
e3:c3:51:31:1b:bc,Home_Network_878,-67.8,40,5200,WPA2,Zyxel,2025-12-07 16:07:47,0
0f:37:e6:9a:15:4d,Home_Network_158,-43.4,6,2437,WPA3,Qualcomm,2025-12-07 16:07:47,0
f8:c8:f1:e6:6d:1d,Free_Net,-33.0,9,2452,Open,Generic,2025-12-07 16:07:47,1
10:fb:95:42:2b:df,Server_449,-38.6,6,2437,WPA2,Google,2025-12-07 16:07:47,0
4c:94:26:3e:d7:8f,Office_WiFi_741,-50.8,165,5825,WPA,Apple,2025-12-07 16:07:47,0
1d:98:21:db:ef:a7,WiFi_Free,-23.0,13,2472,,Demo,2025-12-07 16:07:47,1
6e:ec:7f:17:22:6f,Corporate_768,-49.5,149,5745,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
20:3d:8c:48:d4:56,Office_WiFi_783,-29.9,157,5785,WPA3,Ubiquiti,2025-12-07 16:07:47,0
fa:52:d8:15:06:31,Guest_103,-37.6,48,5240,WPA2/WPA3,Linksys,2025-12-07 16:07:47,0
a2:9f:0e:57:c6:40,Guest_WiFi,-30.0,14,2477,,Open,2025-12-07 16:07:47,1
80:25:59:22:bc:2c,Staff_810,-75.8,1,2412,WPA2/WPA3,Ubiquiti,2025-12-07 16:07:47,0
b2:35:03:cf:08:39,Work_219,-57.0,1,2412,WPA2,Aruba,2025-12-07 16:07:47,0
79:cc:98:56:5c:19,Public_Access,-20.9,13,2472,WEP,Public,2025-12-07 16:07:47,1
57:20:36:3a:fe:70,Office_WiFi_177,-54.2,40,5200,WPA2,Huawei,2025-12-07 16:07:47,0
b2:2f:68:91:5c:56,Staff_469,-29.0,6,2437,WPA3,ASUS,2025-12-07 16:07:47,0
a9:db:6c:6e:4e:f2,Office_WiFi_648,-40.4,40,5200,WPA2/WPA3,Linksys,2025-12-07 16:07:47,0
2a:0a:6f:f7:90:cd,Public_Net,-29.0,7,2442,WEP,Test,2025-12-07 16:07:47,1
08:b4:1f:e1:27:b3,Free_WiFi,-31.5,3,2422,WEP,Demo,2025-12-07 16:07:47,1
6d:e4:27:bd:ce:ca,Office_WiFi_95,-48.2,48,5240,WPA3,Xiaomi,2025-12-07 16:07:47,0
a3:07:44:c6:42:e4,WLAN_481,-46.3,161,5805,WPA,Samsung,2025-12-07 16:07:47,0
84:f7:02:d5:bf:7a,Public_Connection,-19.1,3,2422,Open,Free,2025-12-07 16:07:47,1
6b:1d:37:2c:f7:93,Admin_338,-46.8,48,5240,WPA3,Qualcomm,2025-12-07 16:07:47,0
87:9b:b9:84:ba:d7,Private_784,-14.6,157,5785,WPA2,Amazon,2025-12-07 16:07:47,0
aa:60:cb:83:56:dd,Home_Network_976,-75.3,11,2462,WPA2/WPA3,ASUS,2025-12-07 16:07:47,0
a3:19:31:c8:60:5f,Free_Access,-34.5,8,2447,Open,Suspicious,2025-12-07 16:07:47,1
63:4e:e5:92:fb:2b,Company_891,-43.0,6,2437,WPA2,D-Link,2025-12-07 16:07:47,0
9a:49:31:bc:fa:71,Router_303,-49.3,165,5825,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
fe:92:75:b4:70:61,Home_Network_282,-53.9,157,5785,WPA2,Amazon,2025-12-07 16:07:47,0
9f:be:12:a8:c5:6c,Free_Connection,-33.8,2,2417,WEP,Generic,2025-12-07 16:07:47,1
5c:93:e4:f2:60:6e,Work_448,-33.8,149,5745,WPA2/WPA3,Samsung,2025-12-07 16:07:47,0
44:4a:e2:f8:f2:1c,Access_882,-45.9,36,5180,WPA3,Motorola,2025-12-07 16:07:47,0
b0:4e:8f:05:82:f5,Staff_910,-37.2,1,2412,WPA2,Ubiquiti,2025-12-07 16:07:47,0
ad:82:cf:78:4f:94,Home_Network_21,-53.4,157,5785,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
80:c2:b3:6c:90:17,Office_WiFi_1,-46.9,149,5745,WPA2/WPA3,Amazon,2025-12-07 16:07:47,0
0b:cb:7d:68:86:d0,Office_WiFi_278,-41.9,153,5765,WPA2/WPA3,D-Link,2025-12-07 16:07:47,0
a7:90:d9:c9:24:b1,Family_397,-46.1,44,5220,WPA3,Aruba,2025-12-07 16:07:47,0
08:99:fd:16:87:d2,Public_WiFi,-35.8,7,2442,,Open,2025-12-07 16:07:47,1
01:a1:7f:21:a2:58,MainOffice_841,-44.6,165,5825,WPA2/WPA3,Google,2025-12-07 16:07:47,0
53:bd:57:88:c1:a5,Work_897,-55.0,149,5745,WPA2,Zyxel,2025-12-07 16:07:47,0
b9:3e:79:e2:c6:04,Corporate_708,-50.3,40,5200,WPA,Zyxel,2025-12-07 16:07:47,0
1c:dd:99:e8:d0:22,MainOffice_147,-45.0,1,2412,WPA2,Qualcomm,2025-12-07 16:07:47,0
76:72:8c:df:9b:e8,Family_493,-47.6,157,5785,WPA3,Aruba,2025-12-07 16:07:47,0
fe:66:41:12:f0:f5,Private_780,-53.8,48,5240,WPA3,Linksys,2025-12-07 16:07:47,0
2b:bd:1e:ef:9b:7d,WLAN_157,-45.0,6,2437,WPA2,Zyxel,2025-12-07 16:07:47,0
54:6c:7d:b3:20:ea,LAN_124,-61.8,40,5200,WPA2,Amazon,2025-12-07 16:07:47,0
a5:93:34:31:6d:f3,Network_595,-41.7,1,2412,WPA,Netgear,2025-12-07 16:07:47,0
a9:83:85:fd:cb:b7,Public_Net,-27.3,7,2442,WEP,Unknown,2025-12-07 16:07:47,1
0d:65:d6:70:e5:8e,Secure_Network_31,-51.7,36,5180,WPA3,Samsung,2025-12-07 16:07:47,0
a7:76:dd:ed:bf:e5,Company_669,-32.9,40,5200,WPA3,Buffalo,2025-12-07 16:07:47,0
e1:a3:40:40:d2:43,Unlimited_WiFi,-27.1,2,2417,,Guest,2025-12-07 16:07:47,1
f1:1d:53:b9:9d:c0,Corporate_718,-54.9,6,2437,WPA,Aruba,2025-12-07 16:07:47,0
83:b6:c9:8d:ca:a8,Home_Network_875,-48.1,1,2412,WPA3,Qualcomm,2025-12-07 16:07:47,0
4a:5b:1a:d6:9d:9e,Network_935,-43.2,157,5785,WPA3,Cisco,2025-12-07 16:07:47,0
b8:a1:e4:8a:26:2c,Office_WiFi_263,-24.0,149,5745,WPA,Google,2025-12-07 16:07:47,0
c6:05:07:c1:cc:20,Work_541,-38.8,153,5765,WPA2,Meraki,2025-12-07 16:07:47,0
e3:45:01:cd:66:9c,Office_WiFi_781,-56.6,161,5805,WPA3,Microsoft,2025-12-07 16:07:47,0
a6:ea:7e:da:cf:15,Work_68,-62.4,149,5745,WPA,Qualcomm,2025-12-07 16:07:47,0
80:1b:72:b7:2a:70,Public_Connection,-30.9,2,2417,,Suspicious,2025-12-07 16:07:47,1
af:43:b1:85:62:fa,Admin_823,-38.1,48,5240,WPA,Qualcomm,2025-12-07 16:07:47,0
2d:0a:6a:53:c6:ce,LAN_409,-56.3,11,2462,WPA3,Aruba,2025-12-07 16:07:47,0
ab:0e:7a:90:53:36,Private_112,-55.4,6,2437,WPA2/WPA3,Amazon,2025-12-07 16:07:47,0
8b:7b:20:b2:cf:c5,Secure_Network_654,-40.0,1,2412,WPA2/WPA3,Netgear,2025-12-07 16:07:47,0
59:d4:7f:5b:dd:ea,Guest_295,-40.0,44,5220,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
c2:a7:fd:1f:2e:6f,Access_979,-57.8,6,2437,WPA2,Intel,2025-12-07 16:07:47,0
2b:4e:d2:3f:f9:03,Private_10,-25.9,48,5240,WPA,Belkin,2025-12-07 16:07:47,0
c1:76:28:3e:08:b3,Router_680,-63.8,6,2437,WPA2,Cisco,2025-12-07 16:07:47,0
ae:37:81:15:cb:e3,Network_88,-61.9,149,5745,WPA2/WPA3,Google,2025-12-07 16:07:47,0
9a:11:46:42:f4:0b,Office_WiFi_44,-65.2,40,5200,WPA2/WPA3,Apple,2025-12-07 16:07:47,0
12:39:b6:12:ca:7f,Home_Network_428,-53.6,149,5745,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
bf:c6:51:67:83:ab,Server_156,-48.0,1,2412,WPA2/WPA3,Motorola,2025-12-07 16:07:47,0
ae:de:0d:44:b6:d1,LAN_791,-30.5,36,5180,WPA2,Buffalo,2025-12-07 16:07:47,0
c2:be:31:3f:55:ed,Corporate_140,-66.1,6,2437,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
8d:2b:7f:91:0d:9a,Main_987,-55.3,44,5220,WPA3,Buffalo,2025-12-07 16:07:47,0
9b:43:9c:57:85:74,MainOffice_498,-55.3,161,5805,WPA,Huawei,2025-12-07 16:07:47,0
d6:ab:81:0f:a1:76,Office_WiFi_889,-38.2,149,5745,WPA2,Intel,2025-12-07 16:07:47,0
89:cd:ed:54:04:1a,Office_WiFi_370,-41.8,157,5785,WPA3,Apple,2025-12-07 16:07:47,0
de:5c:ed:e4:5a:cd,Network_119,-63.3,11,2462,WPA2/WPA3,Ubiquiti,2025-12-07 16:07:47,0
d4:9b:f9:8b:63:5b,Open_WiFi,-27.2,3,2422,,Open,2025-12-07 16:07:47,1
fa:64:ca:62:4a:7b,Staff_439,-69.9,153,5765,WPA3,Apple,2025-12-07 16:07:47,0
82:ce:d3:a9:c2:4c,Access_130,-44.5,149,5745,WPA2,Apple,2025-12-07 16:07:47,0
cf:5e:5f:dd:ca:0e,Server_339,-39.6,48,5240,WPA,Buffalo,2025-12-07 16:07:47,0
33:0a:46:c2:38:ad,Company_183,-51.2,1,2412,WPA3,Motorola,2025-12-07 16:07:47,0
1b:7e:56:bb:17:56,Secure_Network_768,-43.4,36,5180,WPA2/WPA3,Buffalo,2025-12-07 16:07:47,0
21:93:9f:d0:8c:37,Connect_Here,-31.9,14,2477,,Unknown,2025-12-07 16:07:47,1
f4:f2:2d:87:7d:03,Guest_384,-41.4,1,2412,WPA3,Buffalo,2025-12-07 16:07:47,0
3c:55:fb:bb:54:84,Secure_Network_563,-49.1,153,5765,WPA3,Google,2025-12-07 16:07:47,0
